*HASH_VALUE	outpost ID	name	description
_A8E93FA99BDB4436	zorai_outpost_02.outpost	Taller de Gu-Qin 	"Puesto fundado en 2490, abandonado en 2494\n Reto para los gremios con rango de expertos\n Un taller que se desarrollo bajo la influencia de un artesano Zoraï llamado Gu-Qin, que había decidido desafiar a la amenaza del Goo. Desafortunadamente fue contaminado por la plaga color purpura. A pesar del cuidado de sus aprendices el se sumió en la locura. Desapareció una noche de invierno; hasta que el puesto fue abandonado unos cuantos anos después, los artesanos del taller juraron que algunas veces escucharían su risa demente llevada hasta ellos a través de la salva en la brisa."
_CAD14424711A6CBD	zorai_outpost_08.outpost	Taller de Qai-Du	"Puesto fundado en 2490, abandonado en 2494\n Reto para los gremios con rango de aprendices\n Este taller fue establecido por el maestro joyero  Qai-Du, miembro celebrado de la tribu de los Adoradores de Iconos. Su conocimiento y piedad hicieron mucho para reconocimiento de las artesanías Zoraï entre los tradicionalistas, que durante mucho tiempo habían considerado la fabricación de objetos profanos como una perdida de tiempo."
_9AF53CB170CAA29D	zorai_outpost_10.outpost	Fortaleza de Sai-Shun 	"Puesto fundado en 2490, abandonado en 2494\n Reto para los gremios de rangos confirmados\n Construido en el medio del Bosque de las Doncellas, la fortaleza tSai-Shun estaba en la línea frontal de la campana contra los Kitins que inicio en el 2490. El General Sai-Shun estableció sus tropas en el puesto y juro que no abandonaría el área hasta que la amenaza del Enjambre fuera rechazada. Mantuvo su palabra y lucho por dos anos a la para de la Fuerza de la Fraternidad."
_E344209D01FD73B5	zorai_outpost_15.outpost	Taller de las Ruinas de Zo-Kian 	"Puesto fundado en 2492, abandonado en 2494\n Reto para los gremios con rango de maestros\n Este puesto fue establecido al noreste de las ruinas de Zo-Kian, originalmente un pequeño pueblo fundado por los cazadores Zoraï. Estos cazadores rastreaban gibbaïs, que en esa época eran numerosos en esa parte de la selva, riéndose de la superstición de su pueblo que matar a esos animales que eran tan similares a los homins traía mala suerte. Una noche el pueblo fue atacado por hordas de criaturas desconocidas y destruido completamente.  Unos cuantos anos después los exploradores descubrieron la existencia de gibbaïs superiores en la región. Muchos piensan que ellos fueron responsables del fin de Zo-Kian y que ellos deben haber estado reaccionando a los ataques de los cazadores."
_A9B1E17037E0BF79	zorai_outpost_16.outpost	Fortaleza del Valle Perdido	"Puesto fundado en 2491, abandonado en 2494\n Reto para los gremios con rango de maestros\n Este puesto fue fortificado seguido de repetidos ataques por animales contaminados por el Goo. Focos de infección fueron descubiertos al noreste, en el Valle Perdido. Varias expediciones fueron enviadas para tratarlo y destruirlo, pero con muy poco éxito. Cuando el árbol de cañon empezó a marchitarse, contaminado por la plaga purpura, sonó el toque o doblez de los muertos para la fortaleza la que fue rápidamente abandonada."
_E897424AD4725452	zorai_outpost_22.outpost	Puesto Diplomático del Cruce del Demonio	"Puesto fundado en 2492, abandonado en 2494\n Reto para gremios con rango avanzado\n Poco después de la instalación de un árbol con cañón en este puesto, un demonio de la selva fue atraído por la actividad Kami y merodeaba alrededor del área. El estaba ardiendo de rabia porque era desperdiciado por el Goo. Un sabio Zoraï, miembro de la Compañía del Árbol Eterno, lo encontró y se las arreglo para curar su enfermedad. El demonio se transformo en un espíritu luminoso luego bendijo al sabio Zoraï, quien se convirtió en un santo entre los santos. Después de este milagro el puesto sirvió como un lugar de encuentro y reuniones para los Kamists de toda la región."
_0F508D96CC6A8DA7	zorai_outpost_29.outpost	Taller del Gran Despoblado	"Puesto fundado en 2491, abandonado en 2494\n Reto para los gremios con rango de expertos\n La actividad de este puesto fue desarrollada en la región del desierto del Nudo de la Demencia por Cardarus Vekian, un armero Fyros. La ausencia de vegetación excesiva permitió al artesano utilizar las técnicas de fabricación de su pueblo, que están basadas en el uso del fuego, sin el riesgo de iniciar un llamarada. Aunque al principio cauteloso, los comerciantes de Zora terminaron tomando interés en el trabajo de los Fyros. Veían se convirtió en un artesano renombrado a través de los Witherings y muchos guerreros Zoraï estaban orgullosos de llevar armas de su fundición."
_6FE48772D9E253F3	matis_outpost_03.outpost	Granja del Pantano Temible	"Puesto fundado en 2492, abandonado en 2493\n Reto para los gremios con rango de expertos\n Establecido cerca del Pantano Temible, la actividad de este puesto esta centrada en la búsqueda de recursos y la limpieza de los pantanos invadidos por el Goo. Se produjeron enfrentamientos con la tribu de los cuando descubrieron que los materiales contaminados no fueron destruido sino mas bien enviados a Yrkanis o al sureste para ser sometidos a varios experimentos. Esto los condujo a acusar a los Matis de propagar el Goo. Los científicos reales categóricamente negaron estas denuncias, asegurándoles que cada precaución había sido tomada para evitar la contaminación."
_640FA7D9C6414BD7	matis_outpost_07.outpost	Granja del Buscador	"Puesto fundado en 2491, abandonado en 2493\n Reto para los gremios de rango confirmado\n Un académico Matis, buscando inspiración divina, decidió establecerse en el puesto para lucrarse del gran trepano y tener acceso a materiales raros santificados por la Diosa. Llevo a cabo numerosos experimentos y, notablemente, descubrió a nuevo poder o energía de perforación que creo hizo que varias fuentes surgieran a la superficie a la vez. El puesto llego a ser  un lugar de encuentros y reuniones para los buscadores que deseaban probar este poder milagroso."
_D6CD5001FB9E622C	matis_outpost_15.outpost	Puesto de Comercio del Montículo de Psykopla 	"Puesto fundado en 2491, abandonado en 2493\n Reto para los gremios con rango de aprendices\n Un gremio de comercio pequeño desarrollo el comercio en este puesto. Inicialmente, muchos buscadores hicieron trueque con sus materiales en el sitio de este gran trepano instalado por los Karavan. Un vendedor ambulante Tryker tuvo la idea de establecer una estructura para facilitar estos intercambios, por una modesta comisión. El creo un gremio con los comerciantes Matis lo que buscaron y exploraron hasta que el puesto se cerro."
_DCD910ED7E62A2C2	matis_outpost_17.outpost	Taller Wooky	"Puesto fundado en 2490, abandonado en 2493\n Reto para gremios de rango avanzado\n Un taller construido cerca de un vórtice que conduce a las profundidades de las Primeras Raíces. Fue el primero en establecerse en las Alturas Verdes. Su nombre hace referencia a los comienzos de un periodo de intensa actividad para el pueblo Matis: establecimiento de puestos, lucha contra los kitins, y establecimiento nuevas rutas de comercio."
_34B4FC4C6451CC84	matis_outpost_24.outpost	Fortaleza de Westgrove 	"Puesto fundado en 2492, abandonado en 2493\n Reto para los gremios con rango de maestros\n Un puesto construido en las profundidades boscosas del Bosque de la Confusión. Fue fortificado para luchar contra la tribu de las Driadas, homins fanáticos que se ven a si mismos como defensores de las plantas. Muchos botánicos Matis, acusados de torturar la flora Atysiana, han perecido en sus manos."
_0C19BCC74DB35B36	matis_outpost_27.outpost	Taller de Ginti	"Puesto fundado en 2491, abandonado en 2493\n Reto para los gremios con rango de maestros\n Sevalda Ginti fue una de las mas renombradas botánicas Matis  del sigo 25th. Ella era la discípula de Bravichi Lenardi. Cuando los Karavan colocaron a los grandes trepans en el Bosque de la Confusión, ella abandonó el invernadero de Yrkanis para ir a trabajar en lo profundo de la selva.  Llevo a cabo muchas investigaciones y perfecciono la elaboración de armaduras gracias a sus descubrimientos sobre las resinas. Desapareció en circunstancias misteriosas. "
_F1B1343B89EF309D	matis_outpost_30.outpost	Puesto Fronterizo de Berello Gorge 	"Puesto fundado en 2491, abandonado en 2493\n Reto para los gremios con rango de expertos\n Fortificado bajo la orden del capitán Matis Arcando Berello, este puesto fronterizo fue el sitio de muchas confrontaciones con la tribu de las Bridas Tejidas. Las postes de la cerca eran altos, quién controlaba el puesto controlaba el pasaje entre los oasis en el norte y las mesetas áridas en el sur de la región. Berello demostró tenacidad y habilidades tácticas, e incluso los barbaros Fyros llegaron a respetar a su enemigo."
_431F0D331FF1DD57	marauder_light_melee_fighter_b.outpost_squad	Escuadrón de Guerreros Marauder 	
_431F0D331FF1E157	marauder_light_melee_fighter_c.outpost_squad	Escuadrón de Guerreros Marauder 	
_431F0D331FF1E557	marauder_light_melee_fighter_d.outpost_squad	Escuadrón de Guerreros	
_431F0D331FF1E957	marauder_light_melee_fighter_e.outpost_squad	Escuadrón de Guerreros Marauder 	
_431F0D331FF1ED57	marauder_light_melee_fighter_f.outpost_squad	Escuadrón de Guerreros Marauder	
_243AE24310D10D5D	marauder_light_range_fighter_b.outpost_squad	Escuadrón de Luchadores de Alcance Marauder	
_243AE24310D1115D	marauder_light_range_fighter_c.outpost_squad	Escuadrón de Luchadores de Alcance Marauder	
_243AE24310D1155D	marauder_light_range_fighter_d.outpost_squad	Escuadrón de Luchadores de Alcance Marauder 	
_243AE24310D1195D	marauder_light_range_fighter_e.outpost_squad	Escuadrón de Luchadores de Alcance Marauder	
_243AE24310D11D5D	marauder_light_range_fighter_f.outpost_squad	Escuadrón de Luchadores de Alcance Marauder 	
_302F323E1AB2D6B3	marauder_light_mixed_fighter_b.outpost_squad	Escuadrón de Luchadores Marauder 	
_302F323E1AB2DAB3	marauder_light_mixed_fighter_c.outpost_squad	Escuadrón de Luchadores Marauder	
_302F323E1AB2DEB3	marauder_light_mixed_fighter_d.outpost_squad	Escuadrón de Luchadores Marauder 	
_302F323E1AB2E2B3	marauder_light_mixed_fighter_e.outpost_squad	Escuadrón de Luchadores Marauder 	
_302F323E1AB2E6B3	marauder_light_mixed_fighter_f.outpost_squad	Escuadrón de Luchadores Marauder 	
_CA7E8470D81A655E	free_squad_light_melee_fighter_b.outpost_squad	Escuadrón de Milicianos	"Un escuadrón de ocho aprendices de mercenarios, compuesto de guerreros y de dos sanadores, equipados con armas rápidas y armaduras livianas."
_EA0D947415F96160	free_squad_light_melee_fighter_c.outpost_squad	Escuadrón de Milicianos	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_0EDB1B3AD99DEBE8	free_squad_light_melee_fighter_d.outpost_squad	Escuadrón de Milicianos	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_0EDB4543550E13E4	free_squad_light_melee_fighter_e.outpost_squad	Escuadrón de Milicianos	"Un escuadrón de mercenarios expertos, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_0EDB094359F5B7EC	free_squad_light_melee_fighter_f.outpost_squad	Escuadrón de Milicianos	"Un escuadrón de ocho mercenarios maestros, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_AEFD62A80D8439DC	outpost_squad_light_melee_fighter_b.outpost_squad	Escuadrón de hostigadores	"Un escuadrón de ocho aprendices de mercenarios, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas"
_2E1546AC0EC331DB	outpost_squad_light_melee_fighter_c.outpost_squad	Escuadrón de hostigadores	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_916FBA4FBDE5DA3D	outpost_squad_light_melee_fighter_d.outpost_squad	Escuadrón de hostigadores	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas."
_907FBADAFFF4F647	outpost_squad_light_melee_fighter_e.outpost_squad	Escuadrón de hostigadores	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas"
_928FBACBFFE5F030	outpost_squad_light_melee_fighter_f.outpost_squad	Escuadrón de hostigadores	"Un escuadrón de ocho mercenarios maestros, compuesto por ocho guerreros y dos sanadores, equipados con armas rápidas y armaduras livianas"
_DA9562D33825667D	outpost_squad_medium_melee_fighter_b.outpost_squad	Escuadrón de batalladores	"Un escuadrón de ocho aprendices de mercenarios, compuestos por guerreros en armaduras medianas equipados con armas livianas, algunos llevando un escudo, y un curandero"
_99846A5376667671	outpost_squad_medium_melee_fighter_c.outpost_squad	Escuadrón de batalladores	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros en armaduras medianas con armas livianas, algunos llevando un escudo, y un curandero"
_C8A275AF3AE0C006	outpost_squad_medium_melee_fighter_d.outpost_squad	Escuadrón de batalladores	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros en armaduras medianas equipado con armas livianas, algunos llevando un escudo, y un curandero"
_CA4365AF3A89E4F7	outpost_squad_medium_melee_fighter_e.outpost_squad	Escuadrón de batalladores	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros en armaduras medianas equipados con armas livianas y algunos llevando un escudo, y un curandero"
_A9D285AF3A98E406	outpost_squad_medium_melee_fighter_f.outpost_squad	Escuadrón de batalladores	"Un escuadrón de ocho mercenarios maestros, compuesto de guerreros en armaduras medianas equipados con armas livianas, algunos llevando un escudo, y un curandero"
_31917ACDA8B6D507	outpost_squad_heavy_melee_fighter_b.outpost_squad	Escuadrón de Guerreros pesados	"Un escuadrón de ocho aprendices de mercenarios, compuesto de guerreros en armaduras pesadas equipados con armas para dos manos, y un curandero"
_74E072CC28BEB902	outpost_squad_heavy_melee_fighter_c.outpost_squad	Escuadrón de Guerreros pesados	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros en armaduras pesadas con armas para dos manos, y un curandero"
_5F9729077C762AA3	outpost_squad_heavy_melee_fighter_d.outpost_squad	Escuadrón de Guerreros pesados	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros en armaduras pesadas equipados con armas para dos manos, y un curandero"
_A1B645117B762A2E	outpost_squad_heavy_melee_fighter_e.outpost_squad	Escuadrón de Guerreros pesados	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros en armaduras pesadas equipados con armas para dos manos,  y un curandero"
_A1B73FFA7D762A1F	outpost_squad_heavy_melee_fighter_f.outpost_squad	Escuadrón de Guerreros pesados	"Un escuadrón de ocho mercenarios maestros, compuesto de guerreros en armaduras pesadas equipados con armas para dos manos, y un curandero"
_2B09BFC50EF80C5E	outpost_squad_tank_b.outpost_squad	Escuadrón de protectores	"Un escuadrón de ocho aprendices de mercenarios, compuesto de guerreros en armaduras pesadas equipados con armas livianas y  escudos, y un curandero"
_2A29C1BE0F38DC5C	outpost_squad_tank_c.outpost_squad	Escuadrón de protectores	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros en armaduras pesadas equipados con armas livianas y escudos, y un curandero"
_F8B55F7529227DE0	outpost_squad_tank_d.outpost_squad	Escuadrón de protectores	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros en armaduras pesadas equipados con armas livianas y escudos, y un curandero"
_BB755F75CCB341E7	outpost_squad_tank_e.outpost_squad	Escuadrón de protectores	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros en armaduras pesadas con armas livianas y escudos, y un curandero"
_35F55F7508B37D65	outpost_squad_tank_f.outpost_squad	Escuadrón de protectores	"Un escuadrón de ocho mercenarios maestros, compuesto de guerreros en armaduras pesadas equipados con armas livianas y escudos, y un curandero"
_5601C36FA8D20761	outpost_squad_light_range_fighter_b.outpost_squad	Escuadrón de pistoleros	"Un escuadrón de ocho aprendices de mercenarios, compuesto de tiradores en armaduras pesadas con pistolas, y un curandero"
_76A0D373A5B10363	outpost_squad_light_range_fighter_c.outpost_squad	Escuadrón de pistoleros	"Un escuadrón de ocho mercenarios confirmados, compuesto de tiradores en armaduras medianas equipados con pistolas, y un curandero"
_A5F22FBC0B41E9D0	outpost_squad_light_range_fighter_d.outpost_squad	Escuadrón de pistoleros	"Un escuadrón de ocho mercenarios avanzados, compuesto de tiradores en armaduras medianas equipados con pistolas, y un curandero"
_A50259C547B211CC	outpost_squad_light_range_fighter_e.outpost_squad	Escuadrón de pistoleros	"Un escuadrón de ocho mercenarios expertos, compuesto de tiradores en armaduras medianas equipados con pistolas, y un curandero"
_A5121DC50B99B5D4	outpost_squad_light_range_fighter_f.outpost_squad	Escuadrón de pistoleros	"Un escuadrón de ocho mercenarios maestros, compuesto de tiradores en armaduras medianas equipados con pistolas, y un curandero"
_C403E2D6AEC519C7	outpost_squad_medium_range_fighter_b.outpost_squad	Escuadrón de artilleros	"Un escuadrón de ocho aprendices de mercenarios, compuesto de tiradores en armaduras medianas equipados con rifles, y un curandero"
_C323E4CFAF05E9C5	outpost_squad_medium_range_fighter_c.outpost_squad	Escuadrón de artilleros	"Un escuadrón de ocho mercenarios confirmados, compuesto de tiradores en armaduras medianas equipados con rifles, y un curandero"
_89DC33F311346898	outpost_squad_medium_range_fighter_d.outpost_squad	Escuadrón de artilleros	"Un escuadrón de ocho mercenarios avanzados, compuesto de tiradores en armaduras medianas equipados con rifles, y un curandero"
_4C9C33F3B4C52C9F	outpost_squad_medium_range_fighter_e.outpost_squad	Escuadrón de artilleros	"Un escuadrón de ocho mercenarios expertos, compuesto de tiradores en armaduras medianas equipados con rifles, y un curandero"
_C61C33F3F0C5681D	outpost_squad_medium_range_fighter_f.outpost_squad	Escuadrón de artilleros	"Un escuadrón de ocho mercenarios maestros, compuesto de tiradores en armaduras medianas equipados con rifles, y un curandero"
_1043FDD2C7CB4EF4	outpost_squad_heavy_range_fighter_b.outpost_squad	Escuadrón de Tiradores de artilleria	"Un escuadrón de ocho aprendices de mercenarios, compuestos de tiradores equipados con ametralladoras y lanzagranadas, y un curandero"
_1192F5D147D332F8	outpost_squad_heavy_range_fighter_c.outpost_squad	Escuadrón de Tiradores de artilleria	"Un escuadrón de ocho mercenarios confirmados, compuesto de tiradores equipados con ametralladoras y lanzagranadas, y un curandero"
_99F2301FEE875442	outpost_squad_heavy_range_fighter_d.outpost_squad	Escuadrón de Tiradores de artillería	"Un escuadrón de ocho mercenarios avanzados, compuestos de tiradores equipados con ametralladoras y lanzagranadas, y un curandero"
_DB114C29ED8754CD	outpost_squad_heavy_range_fighter_e.outpost_squad	Escuadrón de Tiradores de artillería	"Un escuadrón de ocho mercenarios expertos, compuesto de tiradores equipados con ametralladoras y lanzagranadas, y un curandero"
_DB124612EF8754BE	outpost_squad_heavy_range_fighter_f.outpost_squad	Escuadrón de Tiradores de artillería	"Un escuadrón de ocho mercenarios maestros, compuestos de tiradores equipados con ametralladoras y lanzagranadas, y un curandero"
_70CFDE9FE7F12A5B	outpost_squad_light_mixed_fighter_b.outpost_squad	Escuadrón de corredores	"Un escuadrón de ocho aprendices de mercenarios, compuesto de guerreros y tiradores equipados con armas y pistolas, y un curandero"
_6DBEDAA107803A5F	outpost_squad_light_mixed_fighter_c.outpost_squad	Escuadrón de corredores	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros y tiradores equipados con armas rápidas y pistolas, y un curandero"
_BBDA84BDC96B2A68	outpost_squad_light_mixed_fighter_d.outpost_squad	Escuadrón de corredores	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros y tiradores equipados con armas rápidas y pistolas, y un curandero"
_F75BACB9C96B5471	outpost_squad_light_mixed_fighter_e.outpost_squad	Escuadrón de corredores	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros y tiradores equipados con armas rápidas y pistolas, y un curandero"
_BB5250C1C96B1871	outpost_squad_light_mixed_fighter_f.outpost_squad	Escuadrón de corredores	"Un escuadrón de ocho mercenarios maestros, compuesto de guerreros y tiradores equipados con armas rápidas y pistolas, y un curandero"
_314148BBFC1D44FA	outpost_squad_medium_mixed_fighter_b.outpost_squad	Escuadrón de Combatientes	"Un escuadrón de ocho aprendices de mercenarios, compuestos de guerreros y tiradores equipados con armas livianas y rifles, algunos llevando un escudo, y un curandero"
_30614AB4FD5D14F8	outpost_squad_medium_mixed_fighter_c.outpost_squad	Escuadrón de Combatientes	"Un escuadrón de ocho mercenarios confirmados, compuesto de guerreros y tiradores equipados con armas livianas y rifles, algunos llevando un escudo, y un curandero"
_AE1C15053C1DCD73	outpost_squad_medium_mixed_fighter_d.outpost_squad	Escuadrón de Combatientes	"Un escuadrón de ocho mercenarios avanzados, compuesto de guerreros, compuestos de guerreros y tiradores equipados con armas livianas y rifles, algunos levando un escudo, y un curandero"
_71DC1505DFAE917A	outpost_squad_medium_mixed_fighter_e.outpost_squad	Escuadrón de Combatientes	"Un escuadrón de ocho mercenarios expertos, compuesto de guerreros y tiradores equipados con armas livianas y rifles, algunos llevando un escudo, y un curandero"
_EB5C15051BAECDF8	outpost_squad_medium_mixed_fighter_f.outpost_squad	Escuadrón de Combatientes	"Un escuadrón de ocho mercenarios maestros, compuestos de guerreros y tiradores con armas livianas y rifles, algunos llevando un escudo, y un curandero"
_83F65F3F71561BD2	outpost_squad_nukers_b.outpost_squad	Escuadrón de Elementalistas	"Un escuadrón de ocho aprendices de mercenarios, compuesto de magos expertos en hechizos de destrucción, y un curandero"
_84362F3D307621CB	outpost_squad_nukers_c.outpost_squad	Escuadrón de Elementalistas	"Un escuadrón de ocho mercenarios confirmados, compuesto de magos expertos en hechizos de destrucción, y un curandero"
_58207E496F02F1FB	outpost_squad_nukers_d.outpost_squad	Escuadrón de Elementalistas	"Un escuadrón de ocho mercenarios avanzados, compuesto de magos expertos en hechizos de destrucción, y un curandero"
_FBB14250F2C2F5FB	outpost_squad_nukers_e.outpost_squad	Escuadrón de Elementalistas	"Un escuadrón de ocho mercenarios expertos, compuesto de magos expertos en hechizos de destrucción, y un curandero"
_37B17ECE2C42F9FB	outpost_squad_nukers_f.outpost_squad	Escuadrón de Elementalistas	"Un escuadrón de ocho mercenarios maestros, compuesto de magos expertos en hechizos de destrucción, y un curandero"
_A60073A524657344	outpost_squad_offensive_linkers_b.outpost_squad	Escuadrón de Perturbadores	"Un escuadrón de ocho aprendices de mercenarios, compuesto de magos expertos en hechizos de enlaces ofensivos (debilitantes y elementales), y un curandero"
_E441839AA3547BC4	outpost_squad_offensive_linkers_c.outpost_squad	Escuadrón de Perturbadores	"Un escuadrón de ocho mercenarios confirmados, compuesto de magos experto en hechizos de enlaces ofensivos (debilitantes y elementales), y un curandero"
_C95D4E469B8A51DF	outpost_squad_offensive_linkers_d.outpost_squad	Escuadrón de Perturbadores	"Un escuadrón de ocho mercenarios avanzados, compuesto de magos expertos en hechizos de enlaces ofensivos (debilitantes y elementales), y un curandero"
